#sample,chr,startpos,endpos,BAF,pval,LogR,ntot,nMaj1_A,nMin1_A,frac1_A,nMaj2_A,nMin2_A,frac2_A,SDfrac_A,SDfrac_A_BS,frac1_A_0.025,frac1_A_0.975,frac1_A_corrected_for_purity,frac2_A_corrected_for_purity,,
A22-g,6,120929573,128514053,0.541061588,0,0.333323518,4.031020268,2,2,0.566789716,3,2,0.433210284,0.010037888,0.010027075,0.547389419,0.586010855,0.39901996,0.30498004,,
A22-g,6,128530307,131457785,0.845118098,1,-0.396909304,2.095521519,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,6,131462154,132712547,0.776317832,1,-0.428266111,2.03236545,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,6,132713213,138818837,0.840928912,3.71E-12,-0.411029996,2.066910936,2,0,0.963007542,2,1,0.036992458,0.005374515,0.005411269,0.952496114,0.973532162,0.67795731,0.02604269,,
A22-g,6,138820724,145247422,0.628199919,1,0.014649302,3.065234968,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,6,145307800,146086192,0.506402923,1,-0.406012199,2.077045664,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,6,146088443,170916550,0.623675965,1,-0.009315319,3.000869283,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,7,37445,43908866,0.601241615,0,0.053858064,3.17287749,2,1,0.815318793,2,2,0.184681207,0.00271419,0.002791995,0.80985596,0.820904508,0.57398443,0.13001557,,
A22-g,7,43910351,159122682,0.555808805,0,0.178446507,3.534998737,2,1,0.486177349,2,2,0.513822651,0.002254024,0.002205232,0.481968403,0.490275193,0.342268854,0.361731146,,
A22-g,8,155757,47120040,0.852859834,1,-0.372682692,2.145265282,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,8,47120426,47212791,0.576911278,1,0.187951664,3.563931137,3,2,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,8,47216236,47378516,0.847877129,1,-0.410143485,2.06869891,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,8,47378797,55922105,0.531908467,2.41E-243,0.290834573,3.889599636,2,1,0.290460083,2,2,0.709539917,0.007859184,0.008134529,0.274474341,0.307203715,0.204483898,0.499516102,,
A22-g,8,55924884,56313943,0.674342896,6.83E-05,0.985962394,6.818540849,4,2,0.407844083,5,2,0.592155917,0.095318793,0.095797658,0.216737496,0.593732507,0.287122234,0.416877766,,
A22-g,8,56316340,125390894,0.536316368,0,0.239896548,3.725456157,2,1,0.327867809,2,2,0.672132191,0.002924929,0.00289642,0.32229453,0.333718831,0.230818938,0.473181062,,
A22-g,8,125392671,129131491,0.576847319,1,0.531678201,4.749238104,3,2,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,8,129134367,132942751,0.539888106,9.20E-181,0.214523928,3.645832154,2,1,0.357731407,2,2,0.642268593,0.01073928,0.010576083,0.336829066,0.379216962,0.251842911,0.452157089,,
A22-g,8,132943652,133326153,0.690838475,1.82E-51,-0.167482147,2.601846041,2,0,0.337540188,2,1,0.662459812,0.017862874,0.01744995,0.299808715,0.369403916,0.237628292,0.466371708,,
A22-g,8,133329296,139370480,0.539732489,0,0.221278557,3.666892851,2,1,0.356438516,2,2,0.643561484,0.007926288,0.008205351,0.339796437,0.372526189,0.250932715,0.453067285,,
A22-g,8,139374026,140665076,0.696092955,1.29E-112,-0.162359126,2.61409661,2,0,0.363993097,2,1,0.636006903,0.012526297,0.01249561,0.338176372,0.388007054,0.25625114,0.44774886,,
A22-g,8,140687654,141078311,0.534997911,8.65E-13,0.128920882,3.387295275,2,1,0.316743315,2,2,0.683256685,0.039182251,0.038668343,0.24083535,0.391359631,0.222987294,0.481012706,,
A22-g,8,141113716,146300622,0.690624778,5.59E-305,-0.226137542,2.464641592,2,0,0.336455845,2,1,0.663544155,0.007425991,0.00731333,0.321130791,0.350078332,0.236864915,0.467135085,,
A22-g,9,10469,141048727,0.502104796,1,0.329927287,4.019562436,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,9,141054459,141099663,0.887283242,1,0.090080349,3.274954542,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,10,77582,28544793,0.843923465,1,-0.454934467,1.979722104,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,10,28560610,30667917,0.619434867,1.04E-11,-0.016971179,2.980531017,1,1,0.108105139,2,1,0.891894861,0.015361885,0.015029073,0.078280996,0.137320604,0.076106018,0.627893982,,
A22-g,10,30668786,31937548,0.57054333,7.84E-48,-0.011981549,2.993774027,1,1,0.533181422,2,1,0.466818578,0.029904393,0.030798633,0.47336279,0.594929078,0.375359721,0.328640279,,
A22-g,10,31939485,34247084,0.845894208,1,-0.464710823,1.960666031,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,10,34247385,34480923,0.58946306,1,0.09796305,3.297510172,3,2,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,10,34498398,34894899,0.836255711,0.255858338,-0.4777853,1.935382252,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,10,34958841,35792573,0.608975087,1.79E-05,-0.039992867,2.920018694,1,1,0.20798333,2,1,0.79201667,0.044839272,0.044116286,0.122016328,0.288240182,0.146420264,0.557579736,,
A22-g,10,35793263,37165771,0.502459991,1,0.341277282,4.0579596,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,10,37169295,38019644,0.627756683,1,0.024727924,3.092625777,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,10,38020337,66694248,0.507613795,1,0.318708612,3.981905232,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,10,66696934,106455820,0.710674893,0,-0.265514516,2.375612736,2,0,0.435354679,2,1,0.564645321,0.003005682,0.003006169,0.429197701,0.440738022,0.306489694,0.397510306,,
A22-g,10,106456393,109080262,0.600419599,6.15E-151,-0.7186751,1.508298014,1,0,0.475308025,1,1,0.524691975,0.012157018,0.012089214,0.451064537,0.498807783,0.33461685,0.36938315,,
A22-g,10,109080434,135498976,0.721677595,0,-0.256949743,2.394770894,2,0,0.487291164,2,1,0.512708836,0.002705869,0.002730009,0.481639515,0.492476287,0.343052979,0.360947021,,
A22-g,11,175241,30327162,0.618579239,1.55E-112,-0.012375462,2.992726873,1,1,0.116481074,2,1,0.883518926,0.004983168,0.005055756,0.10693484,0.126455571,0.082002676,0.621997324,,
A22-g,11,30329232,30683687,0.853324532,1,-0.454187371,1.998062866,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,11,30685685,49195756,0.619907358,6.27E-48,0.002892832,3.033525095,2,1,0.936561851,2,2,0.063438149,0.004412208,0.004513437,0.927495713,0.945521955,0.659339543,0.044660457,,
A22-g,11,49195921,50778848,0.693707813,6.88E-19,0.365175616,4.139802372,3,1,0.910506018,3,2,0.089493982,0.010183181,0.010516131,0.888781166,0.929526316,0.640996237,0.063003763,,
A22-g,11,50780592,57934596,0.617771086,1.58E-17,0.022950097,3.087780242,2,1,0.923057001,2,2,0.076942999,0.009149783,0.009297843,0.90384669,0.940604969,0.649832129,0.054167871,,
A22-g,11,57935480,131153641,0.575734843,0,-0.158457547,2.623455597,1,1,0.492694128,2,1,0.507305872,0.002971342,0.003008019,0.486897141,0.498599478,0.346856666,0.357143334,,
A22-g,11,131154297,134944160,0.550475252,4.88E-156,0.210410097,3.633053608,2,1,0.443974588,2,2,0.556025412,0.009965134,0.00979912,0.42512176,0.463238426,0.31255811,0.39144189,,
A22-g,12,93879,32403623,0.846179437,1,-0.444184054,2.000826422,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,12,32440243,32779690,0.545912327,2.05E-12,0.255998517,3.776718313,2,1,0.407215052,2,2,0.592784948,0.043963183,0.042973845,0.323713782,0.487368923,0.286679397,0.417320603,,
A22-g,12,32779938,34828307,0.845937308,1,-0.405698309,2.077680819,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,12,37857819,71832567,0.622472484,1,0.012710126,3.059986757,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,12,71833681,104010660,0.501104665,1,0.357333823,4.112797606,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,12,104014473,106096157,0.629620134,1,-0.01481384,2.986251203,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,12,106097597,106409695,0.504817981,1,0.297068562,3.910089098,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,12,106438975,123167138,0.601066163,2.98E-92,0.338073624,4.047090969,3,1,0.150433068,3,2,0.849566932,0.007116517,0.007211138,0.1351362,0.164183887,0.10590488,0.59809512,,
A22-g,12,123167344,126537580,0.541722782,3.02E-100,0.159756118,3.478660673,2,1,0.372918203,2,2,0.627081797,0.015203689,0.014586194,0.342896659,0.40103869,0.262534415,0.441465585,,
A22-g,12,126537660,129211019,0.587229057,1.53E-118,-0.129140652,2.694595552,1,1,0.399430065,2,1,0.600569935,0.014497529,0.014708296,0.371197512,0.427308304,0.281198766,0.422801234,,
A22-g,12,129212519,129893947,0.525067748,4.20E-19,0.152254124,3.456252038,2,1,0.231162505,2,2,0.768837495,0.024005312,0.02417154,0.184164573,0.275395866,0.162738404,0.541261596,,
A22-g,12,129894010,133839206,0.602475909,7.81E-40,0.316750692,3.975363134,2,1,0.823568098,2,2,0.176431902,0.008424671,0.008448905,0.806128649,0.839572177,0.579791941,0.124208059,,
A22-g,13,19020917,31774060,0.581906319,0,-0.155975702,2.629422153,1,1,0.443256278,2,1,0.556743722,0.006652315,0.006515699,0.430737475,0.455789907,0.31205242,0.39194758,,
A22-g,13,31775774,49663440,0.768891265,1,-1.051497803,1.02411006,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,13,49663915,71893746,0.580910978,0,-0.106725828,2.749970616,1,1,0.451328134,2,1,0.548671866,0.0049667,0.004818061,0.442017541,0.461101435,0.317735006,0.386264994,,
A22-g,13,71894040,78785779,0.619199226,8.93E-25,0.003276172,3.03455498,2,1,0.932095587,2,2,0.067904413,0.0066823,0.006635497,0.919492338,0.945101953,0.656195293,0.047804707,,
A22-g,13,78786901,115109852,0.654165926,0,0.145531895,3.436271326,2,1,0.733129747,3,1,0.266870253,0.005504953,0.005446381,0.722254745,0.743714985,0.516123342,0.187876658,,
A22-g,14,19083154,107289436,0.627955622,1,0.017809805,3.073803724,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,15,20001861,33464534,0.525366655,1.79E-152,0.276394709,3.842478319,2,1,0.233785797,2,2,0.766214203,0.00828027,0.008254416,0.21781626,0.250061548,0.164585201,0.539414799,,
A22-g,15,33478072,34037447,0.838970574,0.010902715,-0.417924446,2.053043186,2,0,0.956287546,2,1,0.043712454,0.01736578,0.017451475,0.919257855,0.988925301,0.673226432,0.030773568,,
A22-g,15,34038737,102505693,0.624784277,1,-0.005702228,3.010505237,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,16,83802,32257485,0.914198593,1,0.520455777,4.705914389,4,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,16,32385012,32616372,0.518976263,0.634149702,0.901718988,6.384032667,3,3,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,16,32620716,51494506,0.85127583,1,-0.30260185,2.293953835,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,16,51515288,90292766,0.771456184,1,-1.070259649,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,17,828,2344493,0.508609166,1,-0.454957024,1.979677988,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,17,2354406,7555668,0.881681051,1,-2.52E-05,3.025694506,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,17,7579801,8280009,0.763429254,1,-1.111026571,0.948680542,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,17,8283379,17234181,0.627378923,1,0.00890005,3.049695644,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,17,17245906,19777035,0.848932627,1,-0.463341876,1.963326614,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,17,19799630,79998834,0.628009839,1,-0.006154148,3.009298666,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,18,12007,32041498,0.517374,3.80E-160,-0.406567098,2.07592317,1,1,0.89769411,2,1,0.10230589,0.003893951,0.004047503,0.890230528,0.906604103,0.631976653,0.072023347,,
A22-g,18,32041904,40231241,0.560040776,0,-0.150990719,2.641437513,1,1,0.612166434,2,1,0.387833566,0.008528656,0.008733336,0.594536966,0.627693933,0.43096517,0.27303483,,
A22-g,18,40231502,43609182,0.788090871,1.45E-21,-0.641498602,1.6374456,1,0,0.855411004,2,0,0.144588996,0.016223018,0.016366868,0.823997316,0.888181335,0.602209347,0.101790653,,
A22-g,18,43614685,78002730,0.561341999,0,-0.148152714,2.64829656,1,1,0.602585785,2,1,0.397414215,0.0035408,0.0036735,0.595026963,0.60970912,0.424220393,0.279779607,,
A22-g,19,108003,27752293,0.620686388,1,-0.041397397,2.91635806,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,19,27760120,59097308,0.50418504,1,-0.454399837,1.980767935,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,20,68749,29434963,0.769233157,1,-1.0525282,1.022777788,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,20,29437210,62955706,0.629655749,1,0.004203618,3.037047797,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,21,9412503,18822919,0.536979965,7.01E-112,0.256372788,3.777916657,2,1,0.333446244,2,2,0.666553756,0.013230712,0.013125989,0.307917986,0.358103716,0.234746156,0.469253844,,
A22-g,21,18823065,25431181,0.846537486,1,-0.382955915,2.124069537,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,21,25439649,41608372,0.526730348,0,0.257385426,3.781160489,2,1,0.245716141,2,2,0.754283859,0.0053731,0.005317352,0.235153523,0.255594114,0.172984163,0.531015837,,
A22-g,21,41610796,41787939,0.844106786,1,-0.403678258,2.081771683,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,21,41789960,42310676,0.502381433,1,0.292240456,3.89421267,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,21,42310882,45079245,0.875049045,4.60E-21,-0.191862259,2.544138825,2,0,0.472924489,3,0,0.527075511,0.043616038,0.042294947,0.383804086,0.553379319,0.33293884,0.37106116,,
A22-g,21,45082365,48101335,0.594887246,1,0.564075538,4.87621415,3,2,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,22,16052513,51222766,0.502879823,1,-0.459658729,1.970497448,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,2699450,3913125,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,3913313,3914747,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,3914766,9220536,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,9220640,9221668,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,9221770,22917023,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,22917139,22917689,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,22917859,33026430,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,33026707,33028245,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,33028271,40475160,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,40475164,40475884,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,40476670,57723383,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,57724038,57724932,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,57725179,65331740,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,65331808,67431023,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,67431171,67849768,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,67849902,67850457,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,67850459,89953075,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,89953288,89953664,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,89953681,96439989,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,96440054,96440454,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,96440663,108017017,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,108017047,108019384,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,108019416,109932688,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,109932694,109933024,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,109933231,124406247,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,124406272,124409592,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,124409619,124411119,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,124411306,124414460,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,124414483,127302021,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,127302221,127302376,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,127302509,132620118,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,132620291,132620357,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,132620517,145727181,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,X,145727230,145727288,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-h,1,54676,8505058,0.872818072,1,-0.463211337,1.994400235,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,1,8510577,9658809,0.532296156,1.07E-08,-2.631890568,0.02,0,0,0.957162741,1,0,0.042837259,0.007932817,0.007985489,0.941940513,0.972760807,0.730315171,0.032684829,,
A22-h,1,9661061,12847291,0.879126009,1,-0.444620155,2.028313149,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,1,12851566,12899057,0.527740824,0.087550172,-0.123606038,2.688383899,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,1,12911429,28553388,0.881496117,1,-0.482159156,1.974646144,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,1,28578385,52606488,0.635276146,1,0.025948738,3.049788105,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,1,52609339,59010140,0.878840048,1,-0.470055501,1.982025169,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,1,59010422,64094780,0.811220012,1,-1.179529744,0.990852593,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,1,64105056,65071910,0.503886199,1,-0.452334059,2.014188844,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,1,65152364,65294703,0.815928831,1,-1.182899787,0.995316799,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,1,65299088,92400126,0.500304404,1,-0.446245977,2.025329953,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,1,92400217,112470215,0.637179023,1,0.024555753,3.046246129,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,1,112475224,113714823,0.878062866,1,-0.461197987,1.998051801,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,1,113715350,114141775,0.508790281,1,0.384952673,4.08675131,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,1,114146135,117867489,0.876882696,1,-0.448583595,2.021046582,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,1,117868790,118024957,0.622774662,0.068543894,-0.015180276,2.946635266,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,1,118026778,118363223,0.88989048,1,-0.479212719,2.001003921,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,1,118429694,121374487,0.55897079,1.80E-52,0.210830187,3.55158343,2,1,0.487442483,2,2,0.512557517,0.013914152,0.013391016,0.462143192,0.513692476,0.371918615,0.391081385,,
A22-h,1,121374612,146944984,0.629185327,1,0.069455282,3.162152351,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,1,146961650,149357818,0.7122455,1,0.467860141,4.365178661,3,1,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,1,149652811,205570406,0.58207563,1,0.648116391,5.028679315,3,2,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,1,205570770,205631767,0.881587977,1,-0.562483759,1.851676799,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,1,205636334,207075171,0.502626123,1,0.328594535,3.906415834,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,1,207079615,249239130,0.881627369,1,-0.460124964,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,2,23368,210207569,0.500604431,1,-0.437226589,2.041921975,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,2,210207813,210262300,0.811703936,1,-1.184107815,0.987529997,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,2,210262554,210361711,0.519654275,0.023996781,-0.4748535,1.973384751,1,0,0.099106697,1,1,0.900893303,0.041651081,0.043240799,0.005830454,0.176821437,0.07561841,0.68738159,,
A22-h,2,210362585,210758852,0.777837034,0.01308452,-1.01132589,1.167910324,1,0,0.935970161,1,1,0.064029839,0.026340105,0.025708839,0.881952068,0.983770503,0.714145233,0.048854767,,
A22-h,2,210829124,243072740,0.500347254,1,-0.446325476,2.025184169,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,3,61466,5913037,0.579051638,0,-0.175895873,2.570607335,1,1,0.507912269,2,1,0.492087731,0.006778421,0.006716885,0.495158786,0.521381562,0.387537061,0.375462939,,
A22-h,3,5913291,6002768,0.721485842,1,0.436806546,4.259013128,3,1,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,3,6003395,7036747,0.584909812,4.77E-108,-0.146340094,2.636653259,1,1,0.463986287,2,1,0.536013713,0.01629101,0.015897324,0.43041026,0.493787021,0.354021537,0.408978463,,
A22-h,3,7037925,197872160,0.636590784,1,0.024021057,3.044887453,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,4,97884,25075451,0.635745506,1,0.02933217,3.058405489,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,4,25111387,25493709,0.820057781,0.055553044,-1.187310184,0.997898198,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,4,25530864,25674999,0.523217839,0.048971335,-0.542750703,1.854144018,1,0,0.116278587,1,1,0.883721413,0.055560967,0.0571648,-0.004678863,0.220202746,0.088720562,0.674279438,,
A22-h,4,25678199,25990680,0.799343989,1,-1.169717764,0.981972145,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,4,26004965,26090375,0.502652262,1,-0.52917994,1.877530322,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,4,26090862,26257220,0.792148945,0.312874083,-1.203652077,0.944722797,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,4,26257241,191042514,0.501515776,1,-0.426806144,2.061220969,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,5,12041,65665913,0.541114004,0,0.519358614,4.546356885,2,2,0.586037964,3,2,0.413962036,0.002974493,0.003007226,0.579540875,0.591754956,0.447146967,0.315853033,,
A22-h,5,65686059,175052459,0.674723952,0,0.189024506,3.489000588,2,1,0.592459679,3,1,0.407540321,0.003071221,0.003079335,0.586736716,0.598953435,0.452046735,0.310953265,,
A22-h,5,175055515,180704307,0.53878861,1.57E-228,0.526081973,4.570491399,2,2,0.611420634,3,2,0.388579366,0.012185576,0.011858592,0.587547993,0.633054067,0.466513944,0.296486056,,
A22-h,6,192157,2568119,0.803036173,1,-1.045041582,1.12660318,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,6,2583443,8978564,0.883511006,1,-0.236166888,2.440045627,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,6,9795592,11331129,0.498532018,1,0.369318627,4.036017205,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,6,11445378,12622739,0.635453434,1,-0.009298718,2.96120681,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,6,12641951,14038231,0.500841396,1,0.367250482,4.029346939,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,6,14044568,18347412,0.631667519,1,0.00763592,3.003495623,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,6,18349234,21479514,0.500656746,1,0.353834955,3.986310054,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,6,21482225,24862135,0.878806064,1,-0.507895761,1.927605475,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,6,24864254,28112713,0.50234678,1,0.334356283,3.924530735,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
A22-h,6,28113373,29858256,0.629450937,1,0.010640228,3.011049897,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.763,NA,,
